Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Age_at_enrollment,Curricular_units_2nd_sem_enrolled,Curricular_units_1st_sem_enrolled,Admission_grade,Curricular_units_2nd_sem_evaluations,Previous_qualification_grade,Curricular_units_2nd_sem_without_evaluations
0,6,12.333333333333334,5,12.2,20,6,6,125.8,6,137.0,0
0,0,0.0,0,0.0,18,8,7,124.7,0,138.0,0
0,4,16.0,5,16.166666666666668,35,6,6,154.9,10,130.0,0
1,0,0.0,0,0.0,19,0,0,129.0,0,136.0,0
0,2,10.0,3,11.0,19,5,5,127.3,7,136.0,0
0,0,0.0,0,0.0,24,7,7,100.5,13,133.1,1
0,0,0.0,4,12.5,29,6,6,122.0,7,140.0,0
1,2,12.6,7,11.294444444444444,24,8,7,140.0,22,150.0,0
1,4,12.5,5,11.2,19,6,6,116.1,11,121.0,0
0,0,0.0,0,0.0,37,0,0,130.0,0,120.0,0
1,5,11.8,5,13.2,18,6,6,146.2,6,143.0,0
0,0,0.0,0,0.0,18,5,5,127.8,0,132.0,0
0,0,0.0,0,0.0,18,6,6,132.4,0,131.0,0
1,7,13.1,7,13.1,18,8,8,129.3,8,149.0,0
1,6,13.166666666666666,6,13.5,19,6,6,125.4,6,124.0,0
0,3,13.0,5,11.571428571428571,19,6,6,132.0,10,140.0,0
1,6,15.166666666666666,6,15.285714285714286,21,6,6,170.0,6,170.0,0
1,4,13.6,6,13.433333333333332,18,7,7,115.5,10,126.0,0
0,3,11.0,5,11.6,19,5,5,127.6,9,129.0,0
1,6,13.5,6,14.666666666666666,25,6,6,140.0,6,140.0,0
1,6,14.666666666666666,6,14.666666666666666,22,6,6,120.2,12,130.0,0
1,7,12.742857142857144,7,12.742857142857144,24,8,8,150.0,8,130.0,0
1,7,13.12857142857143,7,11.975,19,8,7,100.0,9,99.0,0
0,0,0.0,0,0.0,20,0,0,128.0,0,129.0,0
1,7,14.935714285714283,7,14.935714285714283,19,8,8,128.0,8,132.0,0
0,4,10.0,2,10.5,19,6,6,107.2,15,110.0,0
1,5,13.0,5,13.333333333333334,19,6,6,110.1,6,116.0,0
0,0,0.0,0,0.0,23,6,6,119.0,8,119.0,0
0,4,14.0,5,13.8,47,6,6,155.5,13,120.0,0
1,4,10.75,6,11.833333333333334,19,6,6,118.4,8,117.0,2
1,0,0.0,0,0.0,19,0,0,141.2,0,137.0,0
0,0,0.0,0,0.0,18,0,0,119.1,0,124.0,0
0,0,0.0,2,10.0,28,5,5,111.0,9,151.0,0
0,3,11.666666666666666,4,11.5,20,6,6,138.6,11,138.6,0
1,0,0.0,0,0.0,21,0,0,150.4,0,136.0,0
0,0,0.0,0,0.0,24,6,6,102.5,7,133.1,0
1,5,12.2,6,13.0,28,6,6,122.3,8,150.0,0
1,8,13.90625,7,13.462857142857144,18,8,7,126.4,8,133.0,0
0,1,10.0,3,10.0,48,6,6,100.0,15,133.1,0
1,6,13.666666666666666,6,12.333333333333334,21,6,6,117.1,7,129.0,0
0,0,0.0,0,0.0,23,5,5,129.4,7,130.0,0
1,4,13.25,5,13.6,18,5,5,138.9,6,141.0,1
0,2,14.0,6,12.333333333333334,22,6,6,138.6,6,140.0,0
0,7,12.25,10,11.454545454545457,25,11,13,133.9,13,122.0,0
0,5,14.4,8,13.5,27,11,13,140.0,12,140.0,0
0,0,0.0,0,0.0,49,5,5,95.1,6,133.1,0
0,0,0.0,2,11.0,31,5,5,128.2,0,120.0,0
0,5,14.333333333333334,6,13.714285714285714,54,6,6,121.5,13,133.1,0
0,12,12.25,21,12.363636363636363,25,16,21,120.0,21,120.0,1
0,3,12.666666666666666,2,12.0,28,6,6,120.0,10,120.0,0
1,6,13.166666666666666,7,12.857142857142858,41,6,7,107.0,6,133.1,0
0,2,11.5,0,0.0,22,5,5,114.4,8,123.0,0
0,0,0.0,2,13.5,34,6,6,157.7,6,178.0,0
0,10,15.0,11,15.090909090909092,28,10,11,150.0,11,130.0,0
0,1,13.0,2,13.5,50,6,6,140.0,9,140.0,0
0,0,0.0,0,0.0,19,5,5,109.1,5,108.0,0
0,3,10.666666666666666,4,12.65,18,7,7,120.6,10,120.0,0
0,0,0.0,0,0.0,59,5,5,161.9,7,100.0,0
0,0,0.0,0,0.0,33,5,5,140.0,5,140.0,0
1,5,12.8,6,13.333333333333334,23,6,6,178.0,7,133.1,0
0,5,11.142857142857142,3,11.333333333333334,44,5,5,138.3,8,133.1,0
0,0,0.0,0,0.0,37,6,6,128.0,0,140.0,0
0,0,0.0,0,0.0,36,0,0,139.0,0,100.0,0
0,2,10.5,3,11.666666666666666,22,5,5,113.2,8,123.0,2
1,6,14.428571428571429,6,12.166666666666666,49,6,6,139.0,8,133.1,0
1,4,12.75,6,13.333333333333334,23,6,6,110.0,6,135.0,0
0,0,0.0,6,12.142857142857142,47,6,6,161.1,6,120.0,0
1,12,12.307692307692308,17,13.058823529411764,28,12,18,130.0,15,130.0,0
0,5,10.0,5,11.833333333333334,21,6,6,121.0,8,133.1,0
1,10,11.8,10,12.4,21,10,11,118.6,13,120.0,0
0,0,0.0,0,0.0,49,5,5,115.8,9,133.1,0
1,5,13.4,5,11.0,40,5,5,160.0,5,120.0,0
1,6,14.428571428571429,6,13.625,22,6,6,114.5,8,125.0,0
0,0,0.0,0,0.0,31,5,5,121.7,7,133.1,0
0,2,13.5,2,15.0,30,6,6,115.0,7,120.0,0
1,5,11.0,5,10.8,19,6,6,125.3,11,127.0,0
0,3,11.333333333333334,3,13.666666666666666,22,5,5,131.0,10,131.0,0
1,6,13.333333333333334,6,12.833333333333334,19,6,6,126.3,8,127.0,0
0,0,0.0,0,0.0,21,0,0,127.1,0,132.0,0
1,6,13.428571428571429,6,15.125,19,6,6,138.4,7,137.0,0
0,1,10.0,0,0.0,22,5,5,100.0,7,126.0,1
1,5,11.0,5,11.4,22,6,6,126.2,8,136.0,0
1,6,11.0,4,12.25,19,6,6,118.8,9,124.0,0
0,0,0.0,0,0.0,26,6,6,124.5,0,137.0,0
0,0,0.0,0,0.0,20,5,5,95.0,5,133.1,0
0,0,0.0,2,13.0,18,5,5,140.0,5,140.0,0
0,0,0.0,0,0.0,39,4,2,125.4,4,133.1,0
0,0,0.0,0,0.0,18,8,8,128.0,8,141.0,3
1,5,14.2,5,13.0,18,5,5,129.3,5,130.0,0
1,6,14.0,6,13.857142857142858,19,6,6,152.0,6,160.0,0
1,8,12.4875,6,13.391666666666666,18,8,7,128.8,8,140.0,0
0,0,0.0,4,12.75,18,5,5,152.8,5,150.0,0
1,5,14.6,4,14.5,22,5,5,150.0,5,150.0,0
1,6,12.166666666666666,6,12.166666666666666,19,6,6,112.0,6,133.1,0
0,5,15.6,5,15.4,18,5,5,135.6,5,152.0,0
0,2,16.0,2,13.333333333333334,31,5,5,134.4,9,133.1,4
0,0,0.0,0,0.0,28,5,5,120.5,5,130.0,0
0,0,0.0,0,0.0,19,6,6,141.4,0,148.0,0
1,6,14.714285714285714,6,13.714285714285714,20,6,6,145.2,8,148.0,0
0,0,0.0,4,12.25,50,6,6,140.0,7,130.0,0
0,1,13.0,1,11.0,31,5,5,140.0,5,130.0,0
1,6,10.5,6,10.166666666666666,21,6,6,112.6,10,122.0,0
0,0,0.0,1,10.0,34,5,5,106.8,9,110.0,0
0,3,10.666666666666666,2,10.5,40,5,5,120.0,5,110.0,0
1,0,0.0,0,0.0,18,0,0,160.6,0,170.0,0
0,0,0.0,0,0.0,46,6,6,130.0,6,110.0,0
0,0,0.0,0,0.0,37,5,6,110.0,10,110.0,0
0,0,0.0,0,0.0,31,6,6,110.0,10,133.1,0
1,5,12.4,5,13.333333333333334,34,6,6,145.8,15,133.1,0
0,0,0.0,0,0.0,18,0,0,130.2,0,126.0,0
1,6,14.333333333333334,6,13.571428571428571,18,6,6,122.3,6,137.0,0
1,6,11.166666666666666,6,12.833333333333334,19,6,6,125.4,7,117.0,0
0,5,11.2,4,10.25,40,8,5,130.0,18,100.0,5
0,0,0.0,0,0.0,25,6,6,150.0,6,120.0,0
0,3,13.333333333333334,4,14.5,20,6,5,116.9,8,126.0,0
0,0,0.0,0,0.0,43,6,6,95.8,0,111.0,0
1,12,11.5,18,11.666666666666666,35,13,18,150.0,13,150.0,1
1,5,13.0,4,13.0,23,5,5,118.5,5,116.0,0
1,8,11.50625,7,12.12142857142857,19,9,7,131.1,12,130.0,0
1,7,13.75,9,14.22222222222222,21,9,11,150.3,15,150.0,0
1,5,15.285714285714286,5,12.166666666666666,20,5,5,105.6,7,108.0,0
0,0,0.0,0,0.0,30,6,6,125.3,0,133.1,0
1,6,11.5,6,12.666666666666666,44,6,6,131.0,6,120.0,0
1,7,13.614285714285714,7,13.614285714285714,19,8,8,127.0,8,146.0,0
1,10,14.3,12,12.857142857142858,22,12,18,150.0,15,150.0,0
1,5,14.2,4,14.0,18,5,5,149.2,5,160.0,0
1,5,11.8,4,14.75,21,6,6,121.5,6,125.0,0
0,0,0.0,0,0.0,18,6,6,137.3,0,125.0,0
1,6,14.285714285714286,6,13.625,18,6,6,119.6,7,122.0,0
1,0,0.0,0,0.0,19,0,0,141.5,0,138.0,0
0,4,11.875,4,11.8,21,6,6,150.0,11,150.0,0
1,6,14.6,6,15.125,31,6,6,110.0,10,140.0,0
0,2,10.5,4,11.5,21,6,6,110.2,10,113.0,0
0,0,0.0,0,0.0,27,5,4,120.0,10,133.1,0
1,5,12.8,3,10.333333333333334,20,5,5,114.2,6,118.0,0
1,6,14.5,6,13.833333333333334,19,6,6,121.5,6,125.0,0
1,6,13.666666666666666,6,14.0,18,6,6,128.2,8,131.0,0
0,3,13.333333333333334,1,18.0,29,5,5,120.0,10,133.1,2
1,0,0.0,0,0.0,19,0,0,136.9,0,139.0,0
0,5,11.0,4,13.25,21,6,6,95.0,6,95.0,0
1,4,14.75,4,14.25,25,5,5,148.8,7,150.0,0
0,0,0.0,0,0.0,32,5,5,110.0,5,120.0,0
0,3,11.333333333333334,8,11.25,26,8,12,133.9,8,136.0,0
1,6,12.5,6,13.5,18,6,6,125.7,8,133.0,0
1,6,12.857142857142858,5,12.666666666666666,19,6,6,116.6,10,125.0,0
1,6,12.333333333333334,6,15.166666666666666,19,6,6,141.0,6,127.0,0
0,5,15.142857142857142,6,13.166666666666666,27,5,6,130.0,7,130.0,0
1,6,11.333333333333334,6,14.5,21,6,6,140.0,8,140.0,0
1,0,0.0,0,0.0,19,0,0,137.5,0,135.0,0
0,2,12.5,4,10.8,18,5,5,120.8,10,132.0,0
0,0,0.0,0,0.0,28,5,5,136.5,5,110.0,0
0,4,12.0,6,11.428571428571429,25,7,10,122.0,15,130.0,1
0,10,11.6,8,12.5,25,13,14,130.0,23,130.0,0
0,0,0.0,0,0.0,26,6,6,98.0,12,133.1,0
1,5,11.5,5,12.75,18,5,5,121.0,7,135.0,0
0,0,0.0,0,0.0,25,6,6,130.0,10,140.0,0
1,6,14.571428571428571,6,14.428571428571429,19,6,6,132.8,7,131.0,0
1,8,11.7125,7,12.492857142857144,19,8,7,126.3,10,131.0,0
0,4,11.0,4,11.5,45,8,8,111.5,13,100.0,0
1,5,12.8,5,11.2,52,5,5,118.2,6,140.0,1
0,3,11.0,3,12.0,20,5,5,115.6,7,124.0,0
1,7,15.885714285714286,7,15.885714285714286,19,8,8,117.8,8,130.0,0
0,4,11.58,4,12.94,21,7,7,127.0,12,142.0,0
1,6,14.166666666666666,6,14.0,35,6,6,140.0,6,150.0,0
1,0,0.0,0,0.0,36,0,0,106.0,0,110.0,0
0,0,0.0,0,0.0,47,8,7,151.0,8,110.0,8
0,0,0.0,0,0.0,22,5,5,106.4,0,112.0,0
0,3,11.0,4,11.25,41,5,5,125.3,8,100.0,1
0,0,0.0,0,0.0,26,5,5,130.0,6,130.0,0
0,0,0.0,4,11.25,51,6,6,116.0,12,133.1,1
1,3,10.666666666666666,5,11.8,41,6,6,100.0,10,100.0,1
1,10,11.181818181818182,8,11.625,23,10,10,118.5,16,130.0,3
0,0,0.0,0,0.0,22,5,6,118.9,10,129.0,0
0,4,11.25,4,10.25,25,6,6,119.3,6,127.0,0
1,14,11.357142857142858,15,10.8,25,14,15,135.8,14,140.0,0
1,11,12.666666666666666,11,12.545454545454543,22,11,12,130.0,16,130.0,0
0,0,0.0,0,0.0,47,6,6,150.0,0,140.0,0
0,0,0.0,0,0.0,41,5,5,111.9,5,133.1,0
1,5,12.2,6,14.77777777777778,43,6,6,150.1,11,120.0,0
0,0,0.0,0,0.0,29,4,3,130.0,8,133.1,0
0,0,0.0,0,0.0,30,2,2,128.0,2,120.0,0
0,0,0.0,0,0.0,26,5,4,102.5,0,133.1,0
0,0,0.0,0,0.0,27,5,5,102.5,5,133.1,0
1,5,11.6,5,11.4,36,5,5,110.0,7,100.0,0
0,6,10.857142857142858,6,11.666666666666666,29,7,9,114.0,10,133.1,0
0,5,13.0,7,11.285714285714286,35,8,10,128.2,8,120.0,0
1,5,12.6,4,11.5,18,6,6,116.5,10,128.0,0
1,5,16.0,5,16.0,24,5,5,149.3,5,172.0,0
0,6,12.666666666666666,6,12.5,18,6,6,134.1,7,146.0,0
1,5,12.6,5,13.0,21,5,5,133.5,10,150.0,0
1,12,12.083333333333334,13,13.714285714285714,32,12,18,110.0,18,130.0,0
0,3,12.5,3,12.333333333333334,22,6,5,107.5,14,111.0,0
0,10,12.7,11,12.727272727272728,32,12,17,130.0,24,130.0,1
0,0,0.0,1,14.0,35,5,5,111.6,5,170.0,0
0,0,0.0,0,0.0,23,5,5,101.0,0,133.1,0
0,1,10.0,0,0.0,35,5,5,128.2,5,120.0,0
1,12,17.692307692307693,6,18.875,32,12,6,150.0,14,110.0,0
0,0,0.0,0,0.0,20,6,6,142.8,12,133.1,0
0,5,16.2,7,13.5,44,5,7,150.0,6,150.0,0
1,3,10.0,2,15.0,53,9,11,156.5,10,133.1,4
0,0,0.0,0,0.0,28,5,5,98.6,7,120.0,0
0,5,12.8,9,14.22222222222222,31,5,9,130.0,5,130.0,0
0,0,0.0,4,12.0,44,6,7,120.0,16,100.0,1
1,4,12.0,5,12.6,19,5,5,127.7,8,142.0,0
0,0,0.0,0,0.0,18,5,5,147.7,5,148.0,0
1,6,15.3,6,14.5,20,6,6,170.0,10,170.0,0
1,6,13.5,6,14.5,55,6,6,110.2,6,110.0,0
0,0,0.0,0,0.0,19,5,5,121.0,0,135.0,0
1,5,13.2,5,11.6,18,5,5,129.9,5,133.0,0
0,0,0.0,4,11.75,43,6,6,132.0,7,133.1,0
0,0,0.0,0,0.0,18,6,6,125.9,0,121.0,0
0,0,0.0,0,0.0,18,0,0,165.7,0,159.0,0
0,0,0.0,0,0.0,20,6,6,122.7,6,130.0,0
0,4,11.8,4,11.25,29,5,5,141.4,8,121.0,0
0,0,0.0,5,11.571428571428571,44,6,6,156.4,11,133.1,0
0,3,12.666666666666666,4,12.75,20,9,6,131.7,12,125.0,0
0,0,0.0,0,0.0,36,5,4,104.7,9,120.0,0
0,0,0.0,0,0.0,29,5,5,110.0,5,110.0,0
0,3,10.333333333333334,4,11.25,18,6,6,129.1,10,120.0,0
0,0,0.0,0,0.0,24,6,6,120.0,0,133.1,0
1,6,15.0,6,14.333333333333334,20,6,6,127.0,7,133.1,0
0,0,0.0,0,0.0,45,5,6,151.5,5,133.1,0
1,20,13.5,20,13.5,28,23,23,126.8,23,130.0,3
1,7,11.347142857142858,7,12.444285714285714,18,8,7,125.6,11,128.0,0
0,3,11.333333333333334,3,10.666666666666666,23,5,5,127.8,7,140.0,0
1,5,12.4,6,12.666666666666666,22,6,6,131.3,6,140.0,0
1,5,14.833333333333334,5,13.2,33,5,5,155.7,6,120.0,0
1,11,12.181818181818182,10,12.7,21,12,12,128.5,14,130.0,0
1,5,14.8,5,14.833333333333334,45,5,5,170.0,5,100.0,0
0,1,12.0,4,11.5,44,7,10,100.0,8,133.1,0
0,0,0.0,0,0.0,42,6,6,107.2,0,110.0,0
0,0,0.0,0,0.0,20,5,5,139.3,0,147.0,0
1,6,12.5,6,14.714285714285714,20,6,6,122.3,6,137.0,0
0,7,10.428571428571429,4,10.5,26,10,8,128.5,16,120.0,0
1,5,12.5,6,15.0,31,6,6,150.0,11,133.1,0
1,6,14.0,6,12.666666666666666,19,6,6,136.1,6,142.0,0
1,6,13.666666666666666,6,13.166666666666666,28,6,6,128.0,6,100.0,0
1,0,0.0,0,0.0,20,0,0,158.1,0,149.0,0
1,6,12.5,6,13.0,43,6,6,108.7,6,110.0,0
0,0,0.0,0,0.0,25,0,0,110.0,0,133.1,0
0,1,15.0,2,10.0,40,6,6,120.0,10,133.1,0
1,5,13.375,6,13.333333333333334,20,6,6,150.0,16,150.0,0
1,6,13.333333333333334,3,12.333333333333334,46,6,6,113.0,6,133.1,0
1,14,11.642857142857142,20,13.181818181818182,26,14,21,118.6,18,121.0,0
1,7,13.071428571428571,6,12.513333333333334,34,8,7,148.8,9,133.1,0
0,0,0.0,0,0.0,19,6,6,120.3,0,122.0,0
1,7,13.585714285714284,7,13.585714285714284,18,8,8,127.0,8,143.0,0
1,8,11.425,7,11.155555555555557,18,8,7,113.8,10,123.0,0
1,5,12.0,6,11.857142857142858,37,6,7,108.0,7,120.0,0
1,0,0.0,0,0.0,23,0,0,129.1,0,114.0,0
1,13,13.615384615384617,14,14.0,26,13,14,135.9,13,114.0,0
0,0,0.0,5,12.0,18,6,6,154.4,0,154.4,0
1,8,13.0625,7,13.198571428571428,19,8,7,132.5,8,136.0,0
1,6,12.0,6,13.5,18,6,6,163.3,12,163.3,0
0,5,12.8,6,13.333333333333334,19,6,6,122.5,8,126.0,0
1,4,12.0,6,12.166666666666666,22,6,6,131.8,9,137.0,0
1,7,12.214285714285714,7,12.214285714285714,18,8,8,135.0,8,139.0,0
1,6,13.0,6,12.666666666666666,18,6,6,141.7,6,142.0,0
1,6,13.5,6,12.285714285714286,18,6,6,131.3,6,133.1,0
1,6,13.0,6,13.0,18,6,6,123.9,6,126.0,0
1,6,11.166666666666666,6,12.142857142857142,18,6,6,126.1,6,131.0,0
1,7,13.085714285714284,7,13.875714285714285,19,8,7,126.5,9,131.0,0
0,0,0.0,0,0.0,20,6,6,107.3,0,108.0,0
0,0,0.0,6,11.666666666666666,19,6,6,95.0,7,133.1,0
1,3,11.0,6,13.153846153846152,18,6,6,116.1,12,122.0,0
0,6,12.833333333333334,6,14.5,18,6,6,134.6,6,143.0,0
1,8,13.65625,7,14.44142857142857,18,8,7,128.0,8,135.0,0
1,6,14.285714285714286,6,15.166666666666666,18,6,6,144.2,7,148.0,0
1,4,12.625,5,11.6,18,5,5,129.5,12,134.0,0
1,6,12.333333333333334,6,11.666666666666666,18,6,6,116.8,6,122.0,0
1,6,13.2,6,12.625,20,6,6,160.0,10,160.0,0
1,6,11.0,3,12.666666666666666,19,6,6,127.1,7,126.0,0
1,6,13.142857142857142,6,11.857142857142858,19,6,6,112.9,8,115.0,0
1,6,15.833333333333334,6,14.714285714285714,19,6,6,121.6,6,130.0,0
1,5,13.0,6,13.5,20,6,6,130.0,9,130.0,0
1,5,12.4,4,11.5,18,5,5,121.7,5,135.0,0
0,0,0.0,2,14.0,33,5,5,120.0,5,120.0,0
0,0,0.0,6,12.833333333333334,19,6,7,143.5,6,148.0,0
1,8,14.75,7,13.428571428571429,18,8,7,128.3,8,136.0,0
0,0,0.0,0,0.0,19,6,6,111.9,0,108.0,0
1,6,14.333333333333334,6,16.0,18,6,6,137.6,7,153.0,0
1,6,11.833333333333334,6,13.833333333333334,20,6,6,135.0,6,135.0,0
1,8,13.2325,8,13.2325,19,8,8,133.8,9,146.0,1
1,6,14.166666666666666,6,14.0,18,6,6,126.9,6,130.0,0
0,0,0.0,2,10.0,19,6,6,106.7,6,113.0,0
1,11,12.272727272727272,15,13.333333333333334,25,13,16,145.7,13,145.7,0
1,6,11.5,6,12.5,19,6,6,118.7,6,126.0,0
0,0,0.0,2,10.5,33,5,5,161.8,5,160.0,0
1,5,11.4,4,12.0,19,5,5,130.0,6,130.0,0
0,6,13.5,6,14.0,18,6,6,136.8,6,156.0,0
1,5,12.6,6,13.5,18,6,6,130.9,8,141.0,0
1,8,13.07375,8,13.07375,18,8,8,127.0,8,143.0,0
0,0,0.0,2,10.75,37,7,7,120.0,9,133.1,0
1,6,13.333333333333334,6,14.0,20,6,6,153.8,6,172.0,0
1,6,13.428571428571429,6,12.333333333333334,21,6,6,140.0,7,140.0,0
1,8,14.788888888888888,7,13.464285714285714,18,8,7,136.6,9,142.0,0
1,6,14.666666666666666,6,13.666666666666666,18,6,6,140.0,6,148.0,0
1,8,14.4025,8,14.4025,18,8,8,130.8,9,137.0,1
1,8,16.3875,7,15.46875,31,8,7,138.8,8,143.0,0
1,6,14.166666666666666,6,12.625,23,6,6,110.0,6,133.1,0
1,6,14.983333333333334,6,14.983333333333334,19,7,7,127.8,7,138.0,0
1,6,13.0,6,15.0,20,6,6,134.2,6,138.0,0
1,7,14.142857142857142,9,15.88888888888889,40,7,9,143.0,7,150.0,0
0,3,11.0,4,11.5,32,6,6,120.0,14,120.0,0
0,1,10.0,2,10.5,24,6,6,113.2,11,110.0,0
1,6,13.983333333333334,6,13.983333333333334,18,7,7,135.8,7,146.0,0
1,6,12.833333333333334,6,13.0,18,6,6,143.5,6,148.0,0
1,6,13.0,6,13.666666666666666,18,6,6,148.9,6,145.0,0
0,0,0.0,0,0.0,27,6,6,115.6,8,133.1,0
1,5,15.4,5,14.4,18,5,5,159.3,5,160.0,0
1,6,13.666666666666666,6,14.166666666666666,19,6,6,133.2,7,130.0,0
1,6,12.0,5,12.2,19,6,6,117.6,7,120.0,0
0,2,10.5,3,12.333333333333334,20,6,6,122.6,11,120.0,0
0,0,0.0,0,0.0,30,6,6,100.0,6,133.1,0
1,10,11.615384615384617,9,10.88888888888889,21,10,9,130.0,18,130.0,0
0,8,11.675,6,12.166666666666666,26,8,7,122.8,8,120.0,0
1,6,12.166666666666666,6,12.666666666666666,18,6,6,145.9,6,135.0,0
0,5,12.2,5,11.4,21,6,6,143.0,8,133.1,0
0,0,0.0,0,0.0,18,0,0,100.0,0,145.0,0
0,5,12.8,6,13.5,19,6,6,125.1,8,138.0,0
1,6,12.833333333333334,6,12.285714285714286,19,6,6,120.8,7,126.0,0
0,0,0.0,0,0.0,19,5,5,114.0,8,121.0,1
0,1,13.0,2,10.5,19,6,6,132.1,11,152.0,0
1,5,12.0,3,14.0,27,5,5,160.0,8,160.0,1
1,5,12.2,5,14.2,22,5,5,134.0,10,134.0,0
0,6,13.142857142857142,5,13.0,18,6,6,124.2,7,128.0,0
1,4,12.75,6,11.0,20,6,6,115.6,8,125.0,0
0,2,10.0,3,11.0,34,7,8,128.2,7,130.0,0
1,8,13.755555555555556,6,12.385714285714286,18,8,7,132.8,9,138.0,0
1,4,12.25,4,14.75,20,6,6,123.1,7,121.0,0
1,5,15.833333333333334,5,16.166666666666668,20,5,5,125.6,6,134.0,0
0,0,0.0,0,0.0,25,5,5,115.0,8,130.0,0
0,3,13.0,5,12.4,18,5,5,123.6,9,126.0,0
0,4,13.0,5,11.6,18,6,6,141.7,11,148.0,0
0,0,0.0,5,12.2,18,6,6,139.0,13,160.0,0
1,5,12.8,5,11.0,19,6,6,118.0,7,118.0,0
0,5,12.4,6,12.333333333333334,19,6,6,142.0,7,150.0,0
1,6,12.571428571428571,6,14.833333333333334,21,6,6,143.4,7,140.0,0
1,6,11.833333333333334,6,12.0,20,6,6,105.1,6,110.0,0
1,10,12.6,11,12.727272727272728,21,11,13,138.0,11,140.0,0
0,1,11.0,2,10.5,34,1,2,114.7,1,133.1,0
1,6,12.0,6,12.333333333333334,20,6,6,130.5,6,140.0,0
0,1,12.0,0,0.0,24,5,5,134.3,7,110.0,0
1,8,14.38888888888889,7,14.842857142857143,18,8,7,137.5,9,148.0,0
0,1,12.0,2,11.0,28,5,5,152.1,12,130.0,0
0,0,0.0,4,10.75,20,6,6,126.1,12,132.0,0
1,8,12.55375,8,12.55375,22,8,8,136.0,9,130.0,1
1,7,12.665714285714284,7,12.665714285714284,19,8,8,124.3,8,128.0,0
0,0,0.0,2,11.75,26,5,7,136.1,10,133.1,0
0,0,0.0,3,11.0,21,6,6,115.1,14,120.0,0
1,0,0.0,0,0.0,18,0,0,143.6,0,145.0,0
1,5,12.2,5,13.4,18,5,5,115.8,6,127.0,0
1,17,12.117647058823527,17,12.578947368421051,22,17,17,149.0,20,135.0,0
0,0,0.0,0,0.0,36,5,5,100.0,0,133.1,0
1,6,11.5,6,12.0,20,6,6,133.4,8,125.0,0
0,0,0.0,3,12.333333333333334,20,6,6,122.8,9,127.0,0
0,3,13.5,4,11.5,25,5,5,151.2,11,133.1,0
1,5,13.833333333333334,5,12.8,35,6,6,137.0,11,150.0,0
0,0,0.0,0,0.0,22,0,0,118.0,0,133.1,0
0,2,12.0,4,11.8,20,6,6,130.0,15,130.0,0
0,2,13.5,6,11.333333333333334,50,11,13,112.5,11,133.1,0
0,5,12.002,5,12.002,20,8,8,118.3,12,125.0,1
0,1,11.0,5,15.2,35,6,6,140.0,9,140.0,0
1,6,14.166666666666666,6,13.142857142857142,19,6,6,109.0,8,110.0,0
0,0,0.0,0,0.0,43,5,5,110.0,5,133.1,0
1,7,13.867142857142856,7,13.867142857142856,19,8,8,119.8,11,124.0,0
1,6,12.675,6,12.675,25,8,8,130.0,11,114.0,0
1,0,0.0,0,0.0,19,0,0,167.3,0,155.0,0
0,0,0.0,0,0.0,22,0,0,136.0,0,133.1,0
0,5,12.2,6,11.0,19,6,6,124.0,6,125.0,0
0,4,11.333333333333334,4,10.75,32,5,5,132.9,11,120.0,0
1,6,14.166666666666666,5,14.2,57,6,6,154.0,6,100.0,0
0,4,11.575,4,12.6,20,7,7,115.0,7,133.1,0
0,0,0.0,0,0.0,38,5,5,96.0,5,120.0,0
1,5,14.166666666666666,5,14.0,45,5,5,168.2,6,120.0,0
0,4,12.25,2,10.0,43,6,6,140.0,12,110.0,0
1,6,13.125,6,13.833333333333334,19,6,6,137.4,8,144.0,0
0,1,11.0,2,11.0,49,5,5,150.0,5,133.1,0
0,0,0.0,4,12.25,34,5,6,148.5,5,133.1,0
1,5,13.666666666666666,5,13.8,43,5,5,138.7,6,120.0,0
0,1,11.0,3,12.0,21,6,6,117.2,9,120.0,0
1,6,11.555555555555555,4,13.75,19,6,6,125.3,10,134.0,0
0,2,13.15,0,0.0,43,8,7,140.0,13,110.0,0
1,5,15.4,5,13.833333333333334,31,5,5,124.0,7,130.0,0
1,5,16.8,5,15.8,34,5,5,127.0,5,150.0,0
1,12,12.52608695652174,12,12.52608695652174,30,14,14,110.0,26,100.0,1
0,0,0.0,6,12.783333333333331,36,8,7,170.0,11,133.1,0
0,1,10.0,0,0.0,46,5,5,120.0,5,120.0,0
1,3,10.666666666666666,3,13.0,22,5,5,130.0,8,133.1,0
0,0,0.0,0,0.0,27,6,6,130.0,10,130.0,0
0,0,0.0,0,0.0,31,5,4,120.0,5,140.0,0
0,0,0.0,2,12.0,21,6,6,132.8,0,145.0,0
0,2,11.0,4,10.75,21,5,5,100.0,10,133.1,3
1,4,13.5,5,11.6,19,5,5,121.8,10,127.0,3
1,4,11.6,5,11.8,20,5,5,109.5,8,114.0,0
1,6,15.166666666666666,6,16.0,18,6,6,138.3,6,140.0,0
1,6,11.5,6,12.666666666666666,18,6,6,131.6,6,140.0,0
0,0,0.0,0,0.0,34,6,6,101.5,6,133.1,0
0,8,12.75,5,12.6,20,9,7,123.9,10,123.9,1
1,7,13.4,7,13.4,18,8,8,143.0,8,157.0,0
0,0,0.0,0,0.0,21,0,0,126.3,0,127.0,0
0,0,0.0,1,10.0,26,6,6,113.3,6,120.0,0
